,Control,Nombre,Apellido,Apellidos ,Caificacion
14920,2117V14920,Ilse,De la cruz,Juan  Camacho,70
14921,2117V14921,Ilse,De la cruz,Juan  Vte,88
14922,2117V14922,Ilse,De la cruz,Abelardo  Martinez ,40
14923,2117V14923,Ilse,De la cruz,Emilio  Vite,52
14924,2117V14924,Ilse,De la cruz,Said  Martinez ,49
14925,2117V14925,Ilse,De la cruz,Arturo  Camacho,94
14926,2117V14926,Ilse,De la cruz,Flor  Medellin,23
14927,2117V14927,Ilse,De la cruz,Uriel  Ontiveros,64
14928,2117V14928,Ilse,De la cruz,Uriel  Herrera,39
14929,2117V14929,Ilse,De la cruz,Juan  Vte,14
14930,2117V14930,Ilse,De la cruz,Emilio  Medellin,27
14931,2117V14931,Ilse,De la cruz,Ilse  Matias,4
14932,2117V14932,Ilse,De la cruz,Ilse  Ontiveros,3
14933,2117V14933,Ilse,De la cruz,Laura  Vte,5
14934,2117V14934,Ilse,De la cruz,Flor  Matias,63
14935,2117V14935,Ilse,De la cruz,Said  Vte,77
14936,2117V14936,Ilse,De la cruz,Juan  Martinez ,37
14937,2117V14937,Ilse,De la cruz,Uriel  Vte,6
14938,2117V14938,Ilse,De la cruz,Flor  Martinez ,20
14939,2117V14939,Ilse,De la cruz,Miguel  Camacho,84
14940,2117V14940,Ilse,De la cruz,Arturo  Herrera,2
14941,2117V14941,Ilse,De la cruz,Arturo  Herrera,53
14942,2117V14942,Ilse,De la cruz,Laura  Herrera,43
14943,2117V14943,Ilse,De la cruz,Ilse  Herrera,6
14944,2117V14944,Ilse,De la cruz,Emilio  De la cruz,71
14945,2117V14945,Ilse,De la cruz,Pedro  Martinez ,98
14946,2117V14946,Ilse,De la cruz,Said  Vite,43
14947,2117V14947,Ilse,De la cruz,Laura  Vite,32
14948,2117V14948,Ilse,De la cruz,Emilio  Ontiveros,76
14949,2117V14949,Ilse,De la cruz,Abelardo  Matias,16
14950,2117V14950,Ilse,De la cruz,Ilse  Matias,79
14951,2117V14951,Ilse,De la cruz,Laura  Vite,14
14952,2117V14952,Ilse,De la cruz,Said  De la cruz,99
14953,2117V14953,Ilse,De la cruz,Said  Martinez ,19
14954,2117V14954,Ilse,De la cruz,Said  Martinez ,76
14955,2117V14955,Ilse,De la cruz,Flor  Herrera,3
14956,2117V14956,Ilse,De la cruz,Emilio  Ontiveros,79
14957,2117V14957,Ilse,De la cruz,Juan  Sanchez,76
14958,2117V14958,Ilse,De la cruz,Pedro  Sanchez,51
14959,2117V14959,Ilse,De la cruz,Emilio  Camacho,85
14960,2117V14960,Ilse,De la cruz,Pedro  Vte,67
14961,2117V14961,Ilse,De la cruz,Said  Medellin,49
14962,2117V14962,Ilse,De la cruz,Emilio  Matias,86
14963,2117V14963,Ilse,De la cruz,Pedro  Vite,43
14964,2117V14964,Ilse,De la cruz,Uriel  De la cruz,74
14965,2117V14965,Ilse,De la cruz,Miguel  Vte,52
14966,2117V14966,Ilse,De la cruz,Pedro  Sanchez,44
14967,2117V14967,Ilse,De la cruz,Uriel  Medellin,9
14968,2117V14968,Ilse,De la cruz,Emilio  Martinez ,28
14969,2117V14969,Ilse,De la cruz,Laura  Martinez ,33
14970,2117V14970,Ilse,De la cruz,Arturo  De la cruz,5
14971,2117V14971,Ilse,De la cruz,Pedro  De la cruz,1
14972,2117V14972,Ilse,De la cruz,Abelardo  Camacho,19
14973,2117V14973,Ilse,De la cruz,Abelardo  Vte,16
14974,2117V14974,Ilse,De la cruz,Pedro  Vte,90
14975,2117V14975,Ilse,De la cruz,Abelardo  Vte,83
14976,2117V14976,Ilse,De la cruz,Juan  De la cruz,18
14977,2117V14977,Ilse,De la cruz,Abelardo  De la cruz,39
14978,2117V14978,Ilse,De la cruz,Pedro  Martinez ,57
14979,2117V14979,Ilse,De la cruz,Uriel  Matias,21
14980,2117V14980,Ilse,De la cruz,Abelardo  Vite,12
14981,2117V14981,Ilse,De la cruz,Flor  Herrera,31
14982,2117V14982,Ilse,De la cruz,Uriel  Vite,100
14983,2117V14983,Ilse,De la cruz,Arturo  Matias,19
14984,2117V14984,Ilse,De la cruz,Arturo  Vite,14
14985,2117V14985,Ilse,De la cruz,Emilio  Herrera,69
14986,2117V14986,Ilse,De la cruz,Laura  Martinez ,91
14987,2117V14987,Ilse,De la cruz,Said  De la cruz,75
14988,2117V14988,Ilse,De la cruz,Said  Matias,35
14989,2117V14989,Ilse,De la cruz,Miguel  Martinez ,58
14990,2117V14990,Ilse,De la cruz,Pedro  Ontiveros,74
14991,2117V14991,Ilse,De la cruz,Juan  Ontiveros,81
14992,2117V14992,Ilse,De la cruz,Flor  Camacho,60
14993,2117V14993,Ilse,De la cruz,Pedro  Vite,16
14994,2117V14994,Ilse,De la cruz,Flor  Vte,32
14995,2117V14995,Ilse,De la cruz,Said  Medellin,69
14996,2117V14996,Ilse,De la cruz,Miguel  Medellin,92
14997,2117V14997,Ilse,De la cruz,Laura  Herrera,66
14998,2117V14998,Ilse,De la cruz,Pedro  Martinez ,52
14999,2117V14999,Ilse,De la cruz,Flor  Medellin,60
15000,2117V15000,Ilse,De la cruz,Emilio  Sanchez,27
15001,2117V15001,Ilse,De la cruz,Juan  Vite,67
15002,2117V15002,Ilse,De la cruz,Emilio  Herrera,72
15003,2117V15003,Ilse,De la cruz,Said  Sanchez,70
15004,2117V15004,Ilse,De la cruz,Flor  De la cruz,14
15005,2117V15005,Ilse,De la cruz,Emilio  Martinez ,21
15006,2117V15006,Ilse,De la cruz,Uriel  Martinez ,70
15007,2117V15007,Ilse,De la cruz,Abelardo  Martinez ,66
15008,2117V15008,Ilse,De la cruz,Juan  Matias,57
15009,2117V15009,Ilse,De la cruz,Miguel  Vite,76
15010,2117V15010,Ilse,De la cruz,Emilio  Martinez ,100
15011,2117V15011,Ilse,De la cruz,Uriel  Vte,8
15012,2117V15012,Ilse,De la cruz,Said  Martinez ,87
15013,2117V15013,Ilse,De la cruz,Pedro  Matias,88
15014,2117V15014,Ilse,De la cruz,Said  De la cruz,43
15015,2117V15015,Ilse,De la cruz,Miguel  Medellin,66
15016,2117V15016,Ilse,De la cruz,Juan  Vite,77
15017,2117V15017,Ilse,De la cruz,Emilio  Camacho,99
15018,2117V15018,Ilse,De la cruz,Laura  Medellin,68
15019,2117V15019,Ilse,De la cruz,Ilse  Vte,81
15020,2117V15020,Ilse,De la cruz,Ilse  De la cruz,28
15021,2117V15021,Ilse,De la cruz,Juan  Matias,98
15022,2117V15022,Ilse,De la cruz,Flor  Martinez ,44
15023,2117V15023,Ilse,De la cruz,Flor  De la cruz,14
15024,2117V15024,Ilse,De la cruz,Ilse  Camacho,48
15025,2117V15025,Ilse,De la cruz,Juan  Camacho,9
15026,2117V15026,Ilse,De la cruz,Uriel  Medellin,13
15027,2117V15027,Ilse,De la cruz,Arturo  Sanchez,12
15028,2117V15028,Ilse,De la cruz,Miguel  Sanchez,92
15029,2117V15029,Ilse,De la cruz,Miguel  Vte,42
15030,2117V15030,Ilse,De la cruz,Emilio  Medellin,6
15031,2117V15031,Ilse,De la cruz,Emilio  Medellin,61
15032,2117V15032,Ilse,De la cruz,Pedro  Sanchez,19
15033,2117V15033,Ilse,De la cruz,Arturo  Herrera,94
15034,2117V15034,Ilse,De la cruz,Arturo  De la cruz,74
15035,2117V15035,Ilse,De la cruz,Laura  Herrera,31
15036,2117V15036,Ilse,De la cruz,Said  Martinez ,92
15037,2117V15037,Ilse,De la cruz,Miguel  Ontiveros,37
15038,2117V15038,Ilse,De la cruz,Ilse  Martinez ,36
15039,2117V15039,Ilse,De la cruz,Laura  Vte,35
15040,2117V15040,Ilse,De la cruz,Juan  Medellin,42
15041,2117V15041,Ilse,De la cruz,Emilio  Medellin,36
15042,2117V15042,Ilse,De la cruz,Arturo  Matias,41
15043,2117V15043,Ilse,De la cruz,Said  Sanchez,76
15044,2117V15044,Ilse,De la cruz,Juan  Ontiveros,88
15045,2117V15045,Ilse,De la cruz,Miguel  Martinez ,85
15046,2117V15046,Ilse,De la cruz,Uriel  De la cruz,15
15047,2117V15047,Ilse,De la cruz,Abelardo  Vte,41
15048,2117V15048,Ilse,De la cruz,Laura  Camacho,74
15049,2117V15049,Ilse,De la cruz,Emilio  Medellin,96
15050,2117V15050,Ilse,De la cruz,Laura  Herrera,90
15051,2117V15051,Ilse,De la cruz,Laura  De la cruz,45
15052,2117V15052,Ilse,De la cruz,Laura  Ontiveros,53
15053,2117V15053,Ilse,De la cruz,Miguel  Herrera,34
15054,2117V15054,Ilse,De la cruz,Miguel  Vte,55
15055,2117V15055,Ilse,De la cruz,Abelardo  Camacho,73
15056,2117V15056,Ilse,De la cruz,Laura  Vte,38
15057,2117V15057,Ilse,De la cruz,Arturo  Vite,16
15058,2117V15058,Ilse,De la cruz,Said  Martinez ,47
15059,2117V15059,Ilse,De la cruz,Laura  Medellin,91
15060,2117V15060,Ilse,De la cruz,Miguel  Sanchez,24
15061,2117V15061,Ilse,De la cruz,Pedro  Herrera,30
15062,2117V15062,Ilse,De la cruz,Miguel  Matias,33
15063,2117V15063,Ilse,De la cruz,Uriel  De la cruz,2
15064,2117V15064,Ilse,De la cruz,Said  Herrera,96
15065,2117V15065,Ilse,De la cruz,Laura  De la cruz,67
15066,2117V15066,Ilse,De la cruz,Emilio  Herrera,97
15067,2117V15067,Ilse,De la cruz,Laura  Medellin,31
15068,2117V15068,Ilse,De la cruz,Abelardo  Vte,0
15069,2117V15069,Ilse,De la cruz,Abelardo  Medellin,87
15070,2117V15070,Ilse,De la cruz,Miguel  Martinez ,60
15071,2117V15071,Ilse,De la cruz,Flor  Vite,27
15072,2117V15072,Ilse,De la cruz,Laura  Sanchez,37
15073,2117V15073,Ilse,De la cruz,Pedro  Martinez ,73
15074,2117V15074,Ilse,De la cruz,Uriel  Medellin,30
15075,2117V15075,Ilse,De la cruz,Arturo  Vite,94
15076,2117V15076,Ilse,De la cruz,Flor  Martinez ,18
15077,2117V15077,Ilse,De la cruz,Emilio  Vite,100
15078,2117V15078,Ilse,De la cruz,Uriel  Vite,28
15079,2117V15079,Ilse,De la cruz,Uriel  Matias,3
15080,2117V15080,Ilse,De la cruz,Emilio  Herrera,18
15081,2117V15081,Ilse,De la cruz,Abelardo  Herrera,88
15082,2117V15082,Ilse,De la cruz,Uriel  Vte,35
15083,2117V15083,Ilse,De la cruz,Ilse  De la cruz,51
15084,2117V15084,Ilse,De la cruz,Flor  Martinez ,25
15085,2117V15085,Ilse,De la cruz,Said  Vte,95
15086,2117V15086,Ilse,De la cruz,Ilse  Ontiveros,11
15087,2117V15087,Ilse,De la cruz,Juan  Ontiveros,50
15088,2117V15088,Ilse,De la cruz,Miguel  Sanchez,81
15089,2117V15089,Ilse,De la cruz,Miguel  Vite,73
15090,2117V15090,Ilse,De la cruz,Said  Herrera,10
15091,2117V15091,Ilse,De la cruz,Laura  Medellin,82
15092,2117V15092,Ilse,De la cruz,Said  Sanchez,78
15093,2117V15093,Ilse,De la cruz,Emilio  Medellin,20
15094,2117V15094,Ilse,De la cruz,Flor  Medellin,43
15095,2117V15095,Ilse,De la cruz,Abelardo  Sanchez,66
15096,2117V15096,Ilse,De la cruz,Ilse  Martinez ,1
15097,2117V15097,Ilse,De la cruz,Ilse  Matias,91
15098,2117V15098,Ilse,De la cruz,Uriel  Vte,51
15099,2117V15099,Ilse,De la cruz,Uriel  Martinez ,34
15100,2117V15100,Ilse,De la cruz,Juan  Herrera,75
15101,2117V15101,Ilse,De la cruz,Uriel  Vite,49
15102,2117V15102,Ilse,De la cruz,Miguel  Martinez ,99
15103,2117V15103,Ilse,De la cruz,Arturo  Ontiveros,65
15104,2117V15104,Ilse,De la cruz,Flor  Matias,67
15105,2117V15105,Ilse,De la cruz,Miguel  De la cruz,8
15106,2117V15106,Ilse,De la cruz,Miguel  Matias,77
15107,2117V15107,Ilse,De la cruz,Uriel  Ontiveros,47
15108,2117V15108,Ilse,De la cruz,Ilse  Medellin,43
15109,2117V15109,Ilse,De la cruz,Emilio  Camacho,34
15110,2117V15110,Ilse,De la cruz,Emilio  Camacho,59
15111,2117V15111,Ilse,De la cruz,Laura  Camacho,34
15112,2117V15112,Ilse,De la cruz,Arturo  Camacho,26
15113,2117V15113,Ilse,De la cruz,Abelardo  Vite,99
15114,2117V15114,Ilse,De la cruz,Uriel  Camacho,70
15115,2117V15115,Ilse,De la cruz,Juan  Vite,41
15116,2117V15116,Ilse,De la cruz,Emilio  Matias,15
15117,2117V15117,Ilse,De la cruz,Abelardo  Martinez ,40
15118,2117V15118,Ilse,De la cruz,Said  Vte,17
15119,2117V15119,Ilse,De la cruz,Laura  Matias,18
15120,2117V15120,Ilse,De la cruz,Miguel  Camacho,37
15121,2117V15121,Ilse,De la cruz,Abelardo  Camacho,19
15122,2117V15122,Ilse,De la cruz,Uriel  Martinez ,94
15123,2117V15123,Ilse,De la cruz,Juan  Martinez ,17
15124,2117V15124,Ilse,De la cruz,Flor  Herrera,84
15125,2117V15125,Ilse,De la cruz,Laura  Vte,12
15126,2117V15126,Ilse,De la cruz,Miguel  Camacho,34
15127,2117V15127,Ilse,De la cruz,Said  Camacho,4
15128,2117V15128,Ilse,De la cruz,Miguel  Ontiveros,84
15129,2117V15129,Ilse,De la cruz,Uriel  Martinez ,83
15130,2117V15130,Ilse,De la cruz,Abelardo  Herrera,1
15131,2117V15131,Ilse,De la cruz,Abelardo  Herrera,45
15132,2117V15132,Ilse,De la cruz,Flor  Camacho,93
15133,2117V15133,Ilse,De la cruz,Miguel  Camacho,6
15134,2117V15134,Ilse,De la cruz,Miguel  De la cruz,7
15135,2117V15135,Ilse,De la cruz,Uriel  Camacho,60
15136,2117V15136,Ilse,De la cruz,Abelardo  De la cruz,31
15137,2117V15137,Ilse,De la cruz,Pedro  Herrera,68
15138,2117V15138,Ilse,De la cruz,Emilio  Martinez ,87
15139,2117V15139,Ilse,De la cruz,Juan  Herrera,77
15140,2117V15140,Ilse,De la cruz,Abelardo  Camacho,24
15141,2117V15141,Ilse,De la cruz,Arturo  Vte,1
15142,2117V15142,Ilse,De la cruz,Arturo  Martinez ,1
15143,2117V15143,Ilse,De la cruz,Ilse  Vte,92
15144,2117V15144,Ilse,De la cruz,Uriel  Vite,75
15145,2117V15145,Ilse,De la cruz,Said  Martinez ,3
15146,2117V15146,Ilse,De la cruz,Laura  Ontiveros,34
15147,2117V15147,Ilse,De la cruz,Emilio  Herrera,55
15148,2117V15148,Ilse,De la cruz,Abelardo  Sanchez,34
15149,2117V15149,Ilse,De la cruz,Arturo  Matias,42
15150,2117V15150,Ilse,De la cruz,Said  Martinez ,56
15151,2117V15151,Ilse,De la cruz,Laura  Martinez ,95
15152,2117V15152,Ilse,De la cruz,Pedro  De la cruz,20
15153,2117V15153,Ilse,De la cruz,Abelardo  Herrera,28
15154,2117V15154,Ilse,De la cruz,Uriel  Medellin,37
15155,2117V15155,Ilse,De la cruz,Laura  Medellin,80
15156,2117V15156,Ilse,De la cruz,Ilse  Martinez ,32
15157,2117V15157,Ilse,De la cruz,Arturo  Vte,26
15158,2117V15158,Ilse,De la cruz,Miguel  Sanchez,54
15159,2117V15159,Ilse,De la cruz,Pedro  Martinez ,8
15160,2117V15160,Ilse,De la cruz,Uriel  Vte,41
15161,2117V15161,Ilse,De la cruz,Pedro  Vte,64
15162,2117V15162,Ilse,De la cruz,Emilio  Matias,83
15163,2117V15163,Ilse,De la cruz,Ilse  Medellin,66
15164,2117V15164,Ilse,De la cruz,Emilio  Vte,27
15165,2117V15165,Ilse,De la cruz,Juan  Ontiveros,81
15166,2117V15166,Ilse,De la cruz,Uriel  Matias,87
15167,2117V15167,Ilse,De la cruz,Miguel  Matias,83
15168,2117V15168,Ilse,De la cruz,Ilse  Vite,86
15169,2117V15169,Ilse,De la cruz,Abelardo  Medellin,79
15170,2117V15170,Ilse,De la cruz,Arturo  Medellin,57
15171,2117V15171,Ilse,De la cruz,Pedro  De la cruz,87
15172,2117V15172,Ilse,De la cruz,Emilio  Martinez ,35
15173,2117V15173,Ilse,De la cruz,Emilio  Medellin,33
15174,2117V15174,Ilse,De la cruz,Miguel  Vite,89
15175,2117V15175,Ilse,De la cruz,Pedro  Matias,32
15176,2117V15176,Ilse,De la cruz,Ilse  Camacho,51
15177,2117V15177,Ilse,De la cruz,Arturo  Martinez ,96
15178,2117V15178,Ilse,De la cruz,Juan  Martinez ,42
15179,2117V15179,Ilse,De la cruz,Miguel  Martinez ,45
15180,2117V15180,Ilse,De la cruz,Ilse  Sanchez,46
15181,2117V15181,Ilse,De la cruz,Pedro  Ontiveros,36
15182,2117V15182,Ilse,De la cruz,Miguel  Martinez ,35
15183,2117V15183,Ilse,De la cruz,Miguel  De la cruz,28
15184,2117V15184,Ilse,De la cruz,Laura  Martinez ,19
15185,2117V15185,Ilse,De la cruz,Uriel  Sanchez,6
15186,2117V15186,Ilse,De la cruz,Abelardo  Herrera,15
15187,2117V15187,Ilse,De la cruz,Said  Martinez ,11
15188,2117V15188,Ilse,De la cruz,Emilio  Ontiveros,4
15189,2117V15189,Ilse,De la cruz,Ilse  Ontiveros,39
15190,2117V15190,Ilse,De la cruz,Miguel  De la cruz,90
15191,2117V15191,Ilse,De la cruz,Miguel  De la cruz,88
15192,2117V15192,Ilse,De la cruz,Uriel  Sanchez,29
15193,2117V15193,Ilse,De la cruz,Flor  Vte,94
15194,2117V15194,Ilse,De la cruz,Juan  Sanchez,44
15195,2117V15195,Ilse,De la cruz,Laura  Vte,72
15196,2117V15196,Ilse,De la cruz,Abelardo  De la cruz,16
15197,2117V15197,Ilse,De la cruz,Uriel  Martinez ,34
15198,2117V15198,Ilse,De la cruz,Abelardo  Ontiveros,62
15199,2117V15199,Ilse,De la cruz,Arturo  Matias,57
15200,2117V15200,Ilse,De la cruz,Abelardo  Matias,35
15201,2117V15201,Ilse,De la cruz,Arturo  Martinez ,40
15202,2117V15202,Ilse,De la cruz,Abelardo  Medellin,99
15203,2117V15203,Ilse,De la cruz,Arturo  Matias,49
15204,2117V15204,Ilse,De la cruz,Flor  Herrera,3
15205,2117V15205,Ilse,De la cruz,Pedro  Martinez ,16
15206,2117V15206,Ilse,De la cruz,Pedro  Sanchez,26
15207,2117V15207,Ilse,De la cruz,Emilio  Vite,69
15208,2117V15208,Ilse,De la cruz,Arturo  Sanchez,3
15209,2117V15209,Ilse,De la cruz,Juan  Herrera,23
15210,2117V15210,Ilse,De la cruz,Flor  Martinez ,21
15211,2117V15211,Ilse,De la cruz,Juan  Camacho,77
15212,2117V15212,Ilse,De la cruz,Ilse  Ontiveros,41
15213,2117V15213,Ilse,De la cruz,Arturo  Martinez ,81
15214,2117V15214,Ilse,De la cruz,Ilse  Medellin,16
15215,2117V15215,Ilse,De la cruz,Arturo  Vte,13
15216,2117V15216,Ilse,De la cruz,Juan  De la cruz,61
15217,2117V15217,Ilse,De la cruz,Juan  Vite,59
15218,2117V15218,Ilse,De la cruz,Pedro  Camacho,49
15219,2117V15219,Ilse,De la cruz,Pedro  Medellin,99
15220,2117V15220,Ilse,De la cruz,Ilse  Martinez ,49
15221,2117V15221,Ilse,De la cruz,Said  Sanchez,30
15222,2117V15222,Ilse,De la cruz,Said  Camacho,18
15223,2117V15223,Ilse,De la cruz,Ilse  Camacho,24
15224,2117V15224,Ilse,De la cruz,Miguel  Vite,75
15225,2117V15225,Ilse,De la cruz,Flor  De la cruz,52
15226,2117V15226,Ilse,De la cruz,Said  Vite,90
15227,2117V15227,Ilse,De la cruz,Miguel  Camacho,72
15228,2117V15228,Ilse,De la cruz,Pedro  Ontiveros,49
15229,2117V15229,Ilse,De la cruz,Abelardo  Medellin,85
15230,2117V15230,Ilse,De la cruz,Flor  Ontiveros,54
15231,2117V15231,Ilse,De la cruz,Flor  Herrera,36
15232,2117V15232,Ilse,De la cruz,Ilse  Ontiveros,76
15233,2117V15233,Ilse,De la cruz,Ilse  De la cruz,50
15234,2117V15234,Ilse,De la cruz,Ilse  Ontiveros,16
15235,2117V15235,Ilse,De la cruz,Abelardo  Ontiveros,61
15236,2117V15236,Ilse,De la cruz,Abelardo  Martinez ,69
15237,2117V15237,Ilse,De la cruz,Juan  Martinez ,100
15238,2117V15238,Ilse,De la cruz,Abelardo  Ontiveros,79
15239,2117V15239,Ilse,De la cruz,Uriel  Herrera,77
15240,2117V15240,Ilse,De la cruz,Uriel  Matias,98
15241,2117V15241,Ilse,De la cruz,Miguel  Martinez ,50
15242,2117V15242,Ilse,De la cruz,Miguel  Martinez ,20
15243,2117V15243,Ilse,De la cruz,Uriel  De la cruz,7
15244,2117V15244,Ilse,De la cruz,Arturo  Sanchez,15
15245,2117V15245,Ilse,De la cruz,Arturo  Martinez ,98
15246,2117V15246,Ilse,De la cruz,Emilio  Herrera,29
15247,2117V15247,Ilse,De la cruz,Miguel  Martinez ,10
15248,2117V15248,Ilse,De la cruz,Emilio  De la cruz,93
15249,2117V15249,Ilse,De la cruz,Flor  Matias,36
15250,2117V15250,Ilse,De la cruz,Arturo  Vite,42
15251,2117V15251,Ilse,De la cruz,Said  Vite,7
15252,2117V15252,Ilse,De la cruz,Laura  Martinez ,93
15253,2117V15253,Ilse,De la cruz,Flor  Medellin,33
15254,2117V15254,Ilse,De la cruz,Miguel  Martinez ,39
15255,2117V15255,Ilse,De la cruz,Juan  De la cruz,17
15256,2117V15256,Ilse,De la cruz,Arturo  De la cruz,26
15257,2117V15257,Ilse,De la cruz,Arturo  Ontiveros,62
15258,2117V15258,Ilse,De la cruz,Ilse  Martinez ,14
15259,2117V15259,Ilse,De la cruz,Emilio  Ontiveros,45
15260,2117V15260,Ilse,De la cruz,Miguel  Vite,30
15261,2117V15261,Ilse,De la cruz,Said  Camacho,16
15262,2117V15262,Ilse,De la cruz,Arturo  Medellin,28
15263,2117V15263,Ilse,De la cruz,Laura  Vite,61
15264,2117V15264,Ilse,De la cruz,Abelardo  Herrera,52
15265,2117V15265,Ilse,De la cruz,Emilio  Martinez ,89
15266,2117V15266,Ilse,De la cruz,Emilio  De la cruz,93
15267,2117V15267,Ilse,De la cruz,Miguel  Sanchez,80
15268,2117V15268,Ilse,De la cruz,Emilio  Medellin,74
15269,2117V15269,Ilse,De la cruz,Laura  Herrera,52
15270,2117V15270,Ilse,De la cruz,Abelardo  De la cruz,66
15271,2117V15271,Ilse,De la cruz,Laura  Ontiveros,86
15272,2117V15272,Ilse,De la cruz,Uriel  Ontiveros,98
15273,2117V15273,Ilse,De la cruz,Uriel  Ontiveros,55
15274,2117V15274,Ilse,De la cruz,Flor  Martinez ,65
15275,2117V15275,Ilse,De la cruz,Miguel  Sanchez,53
15276,2117V15276,Ilse,De la cruz,Laura  Matias,75
15277,2117V15277,Ilse,De la cruz,Pedro  De la cruz,64
15278,2117V15278,Ilse,De la cruz,Juan  Medellin,90
15279,2117V15279,Ilse,De la cruz,Laura  Camacho,48
15280,2117V15280,Ilse,De la cruz,Said  Camacho,29
15281,2117V15281,Ilse,De la cruz,Arturo  Medellin,17
15282,2117V15282,Ilse,De la cruz,Arturo  Camacho,22
15283,2117V15283,Ilse,De la cruz,Flor  Martinez ,19
15284,2117V15284,Ilse,De la cruz,Abelardo  Matias,12
15285,2117V15285,Ilse,De la cruz,Laura  Vte,100
15286,2117V15286,Ilse,De la cruz,Miguel  Ontiveros,45
15287,2117V15287,Ilse,De la cruz,Laura  Martinez ,41
15288,2117V15288,Ilse,De la cruz,Abelardo  Medellin,43
15289,2117V15289,Ilse,De la cruz,Miguel  De la cruz,89
15290,2117V15290,Ilse,De la cruz,Said  Vite,80
15291,2117V15291,Ilse,De la cruz,Arturo  Martinez ,6
15292,2117V15292,Ilse,De la cruz,Said  Camacho,30
15293,2117V15293,Ilse,De la cruz,Arturo  Vte,50
15294,2117V15294,Ilse,De la cruz,Flor  De la cruz,65
15295,2117V15295,Ilse,De la cruz,Said  Vite,2
15296,2117V15296,Ilse,De la cruz,Abelardo  Vite,53
15297,2117V15297,Ilse,De la cruz,Emilio  Sanchez,94
15298,2117V15298,Ilse,De la cruz,Flor  Medellin,45
15299,2117V15299,Ilse,De la cruz,Emilio  Vte,38
15300,2117V15300,Ilse,De la cruz,Ilse  Camacho,20
15301,2117V15301,Ilse,De la cruz,Miguel  Camacho,69
15302,2117V15302,Ilse,De la cruz,Abelardo  Matias,60
15303,2117V15303,Ilse,De la cruz,Ilse  Medellin,33
15304,2117V15304,Ilse,De la cruz,Flor  Vite,99
15305,2117V15305,Ilse,De la cruz,Said  De la cruz,42
15306,2117V15306,Ilse,De la cruz,Laura  Medellin,80
15307,2117V15307,Ilse,De la cruz,Miguel  Camacho,12
15308,2117V15308,Ilse,De la cruz,Uriel  Vite,20
15309,2117V15309,Ilse,De la cruz,Miguel  Medellin,53
15310,2117V15310,Ilse,De la cruz,Said  Medellin,28
15311,2117V15311,Ilse,De la cruz,Juan  Camacho,67
15312,2117V15312,Ilse,De la cruz,Ilse  Vte,51
15313,2117V15313,Ilse,De la cruz,Ilse  Sanchez,62
15314,2117V15314,Ilse,De la cruz,Abelardo  Vite,54
15315,2117V15315,Ilse,De la cruz,Pedro  Martinez ,63
15316,2117V15316,Ilse,De la cruz,Ilse  Medellin,83
15317,2117V15317,Ilse,De la cruz,Pedro  Martinez ,94
15318,2117V15318,Ilse,De la cruz,Emilio  Martinez ,42
15319,2117V15319,Ilse,De la cruz,Juan  Matias,39
15320,2117V15320,Ilse,De la cruz,Arturo  Vite,70
15321,2117V15321,Ilse,De la cruz,Emilio  Sanchez,66
15322,2117V15322,Ilse,De la cruz,Said  Herrera,47
15323,2117V15323,Ilse,De la cruz,Flor  Camacho,93
15324,2117V15324,Ilse,De la cruz,Arturo  De la cruz,75
15325,2117V15325,Ilse,De la cruz,Abelardo  Vte,1
15326,2117V15326,Ilse,De la cruz,Flor  Martinez ,71
15327,2117V15327,Ilse,De la cruz,Uriel  Vite,89
15328,2117V15328,Ilse,De la cruz,Laura  Martinez ,33
15329,2117V15329,Ilse,De la cruz,Arturo  Ontiveros,27
15330,2117V15330,Ilse,De la cruz,Abelardo  Martinez ,46
15331,2117V15331,Ilse,De la cruz,Laura  Camacho,20
15332,2117V15332,Ilse,De la cruz,Said  Sanchez,74
15333,2117V15333,Ilse,De la cruz,Uriel  Ontiveros,74
15334,2117V15334,Ilse,De la cruz,Laura  Medellin,45
15335,2117V15335,Ilse,De la cruz,Uriel  Herrera,11
15336,2117V15336,Ilse,De la cruz,Juan  Vite,36
15337,2117V15337,Ilse,De la cruz,Laura  Herrera,9
15338,2117V15338,Ilse,De la cruz,Uriel  Martinez ,68
15339,2117V15339,Ilse,De la cruz,Miguel  Medellin,9
15340,2117V15340,Ilse,De la cruz,Arturo  Matias,27
15341,2117V15341,Ilse,De la cruz,Emilio  Sanchez,17
15342,2117V15342,Ilse,De la cruz,Laura  Vite,83
15343,2117V15343,Ilse,De la cruz,Abelardo  Camacho,15
15344,2117V15344,Ilse,De la cruz,Pedro  Sanchez,80
15345,2117V15345,Ilse,De la cruz,Flor  Matias,80
15346,2117V15346,Ilse,De la cruz,Laura  Camacho,67
15347,2117V15347,Ilse,De la cruz,Arturo  Martinez ,26
15348,2117V15348,Ilse,De la cruz,Ilse  De la cruz,1
15349,2117V15349,Ilse,De la cruz,Abelardo  Medellin,21
15350,2117V15350,Ilse,De la cruz,Uriel  Martinez ,75
15351,2117V15351,Ilse,De la cruz,Miguel  De la cruz,93
15352,2117V15352,Ilse,De la cruz,Miguel  Ontiveros,90
15353,2117V15353,Ilse,De la cruz,Pedro  Medellin,88
15354,2117V15354,Ilse,De la cruz,Laura  Matias,72
15355,2117V15355,Ilse,De la cruz,Arturo  Medellin,10
15356,2117V15356,Ilse,De la cruz,Arturo  Sanchez,79
